Country,Country_Code,Pesticide_Type,Year,Unit,Pesticide_Use,Pesticide_Use_scaled
Albania,3,Pesticides (total),2015,t,538.0,-0.10018874688996054
Albania,3,Pesticides (total),2015,kg/ha,0.77,-0.10598163888187494
Albania,3,Pesticides (total),2015,kg/cap,0.19,-0.10598789295807193
Albania,3,Pesticides (total),2015,g/Int$,0.26,-0.10598713815577229
Albania,3,Pesticides (total),2016,t,584.0,-0.09969273395019906
Albania,3,Pesticides (total),2016,kg/ha,0.83,-0.10598099190847525
Albania,3,Pesticides (total),2016,kg/cap,0.2,-0.10598778512917198
Albania,3,Pesticides (total),2016,g/Int$,0.27,-0.10598703032687234
Albania,3,Pesticides (total),2017,t,615.0,-0.0993584643603598
Albania,3,Pesticides (total),2017,kg/ha,0.88,-0.10598045276397551
Albania,3,Pesticides (total),2017,kg/cap,0.21,-0.10598767730027205
Albania,3,Pesticides (total),2017,g/Int$,0.29,-0.10598681466907243
Albania,3,Pesticides (total),2018,t,442.0,-0.10122390432946278
Albania,3,Pesticides (total),2018,kg/ha,0.64,-0.10598304065757427
Albania,3,Pesticides (total),2018,kg/cap,0.15,-0.10598832427367173
Albania,3,Pesticides (total),2018,g/Int$,0.2,-0.10598778512917198
Albania,3,Pesticides (total),2019,t,746.0,-0.09794590577103905
Albania,3,Pesticides (total),2019,kg/ha,1.07,-0.1059784040148765
Albania,3,Pesticides (total),2019,kg/cap,0.26,-0.10598713815577229
Albania,3,Pesticides (total),2019,g/Int$,0.35,-0.10598616769567276
Albania,3,Pesticides (total),2020,t,402.0,-0.10165521992925537
Albania,3,Pesticides (total),2020,kg/ha,0.58,-0.10598368763097396
Albania,3,Pesticides (total),2020,kg/cap,0.14,-0.10598843210257168
Albania,3,Pesticides (total),2020,g/Int$,0.18,-0.10598800078697188
Albania,3,Pesticides (total),2021,t,433.0,-0.10132095033941611
Albania,3,Pesticides (total),2021,kg/ha,0.63,-0.10598314848647422
Albania,3,Pesticides (total),2021,kg/cap,0.15,-0.10598832427367173
Albania,3,Pesticides (total),2021,g/Int$,0.2,-0.10598778512917198
Albania,3,Pesticides (total),2022,t,296.0,-0.10279820626870574
Albania,3,Pesticides (total),2022,kg/ha,0.43,-0.10598530506447318
Albania,3,Pesticides (total),2022,kg/cap,0.1,-0.10598886341817146
Albania,3,Pesticides (total),2022,g/Int$,0.14,-0.10598843210257168
Albania,3,Pesticides (total),2023,t,296.0,-0.10279820626870574
Albania,3,Pesticides (total),2023,kg/ha,0.44,-0.10598519723557322
Albania,3,Pesticides (total),2023,kg/cap,0.11,-0.10598875558927151
Albania,3,Pesticides (total),2023,g/Int$,0.14,-0.10598843210257168
Albania,3,Insecticides,2015,t,155.0,-0.10431859375797464
Albania,3,Insecticides,2016,t,190.0,-0.10394119260815612
Albania,3,Insecticides,2017,t,202.0,-0.10381179792821835
Albania,3,Insecticides,2018,t,129.0,-0.10459894889783983
Albania,3,Insecticides,2019,t,151.0,-0.1043617253179539
Albania,3,Insecticides,2020,t,45.0,-0.10550471165740427
Albania,3,Insecticides,2021,t,45.0,-0.10550471165740427
Albania,3,Insecticides,2022,t,37.0,-0.10559097477736279
Albania,3,Insecticides,2023,t,37.0,-0.10559097477736279
Albania,3,Herbicides,2015,t,68.0,-0.10525670518752353
Albania,3,Herbicides,2016,t,34.0,-0.10562332344734723
Albania,3,Herbicides,2017,t,56.0,-0.10538609986746131
Albania,3,Herbicides,2018,t,66.0,-0.10527827096751316
Albania,3,Herbicides,2019,t,117.0,-0.1047283435777776
Albania,3,Herbicides,2020,t,44.0,-0.10551549454739909
Albania,3,Herbicides,2021,t,40.0,-0.10555862610737834
Albania,3,Herbicides,2022,t,32.0,-0.10564488922733686
Albania,3,Herbicides,2023,t,32.0,-0.10564488922733686
Albania,3,Fungicides and Bactericides,2015,t,237.0,-0.10343439677839983
Albania,3,Fungicides and Bactericides,2016,t,232.0,-0.1034883112283739
Albania,3,Fungicides and Bactericides,2017,t,242.0,-0.10338048232842575
Albania,3,Fungicides and Bactericides,2018,t,199.0,-0.10384414659820279
Albania,3,Fungicides and Bactericides,2019,t,352.0,-0.10219436442899611
Albania,3,Fungicides and Bactericides,2020,t,228.0,-0.10353144278835316
Albania,3,Fungicides and Bactericides,2021,t,249.0,-0.10330500209846205
Albania,3,Fungicides and Bactericides,2022,t,110.0,-0.10480382380774131
Albania,3,Fungicides and Bactericides,2023,t,110.0,-0.10480382380774131
Albania,3,Plant Growth Regulators,2015,t,0.0,-0.10598994170717095
Albania,3,Plant Growth Regulators,2016,t,1.0,-0.10597915881717614
Albania,3,Plant Growth Regulators,2017,t,1.0,-0.10597915881717614
Albania,3,Plant Growth Regulators,2018,t,2.0,-0.10596837592718132
Albania,3,Plant Growth Regulators,2019,t,37.0,-0.10559097477736279
Albania,3,Plant Growth Regulators,2020,t,11.0,-0.10587132991722799
Albania,3,Plant Growth Regulators,2021,t,14.0,-0.10583898124724354
Albania,3,Plant Growth Regulators,2022,t,13.0,-0.10584976413723836
Albania,3,Plant Growth Regulators,2023,t,13.0,-0.10584976413723836
Albania,3,Rodenticides,2015,t,68.0,-0.10525670518752353
Albania,3,Rodenticides,2016,t,117.0,-0.1047283435777776
Albania,3,Rodenticides,2017,t,103.0,-0.10487930403770501
Albania,3,Rodenticides,2018,t,36.0,-0.1056017576673576
Albania,3,Rodenticides,2019,t,61.0,-0.10533218541748723
Albania,3,Rodenticides,2020,t,29.0,-0.10567723789732131
Albania,3,Rodenticides,2021,t,25.0,-0.10572036945730058
Albania,3,Rodenticides,2022,t,25.0,-0.10572036945730058
Albania,3,Rodenticides,2023,t,25.0,-0.10572036945730058
Albania,3,Other Pesticides nes,2015,t,10.0,-0.1058821128072228
Albania,3,Other Pesticides nes,2016,t,10.0,-0.1058821128072228
Albania,3,Other Pesticides nes,2017,t,11.0,-0.10587132991722799
Albania,3,Other Pesticides nes,2018,t,11.0,-0.10587132991722799
Albania,3,Other Pesticides nes,2019,t,28.0,-0.10568802078731614
Albania,3,Other Pesticides nes,2020,t,45.0,-0.10550471165740427
Albania,3,Other Pesticides nes,2021,t,61.0,-0.10533218541748723
Albania,3,Other Pesticides nes,2022,t,78.0,-0.10514887628757538
Albania,3,Other Pesticides nes,2023,t,78.0,-0.10514887628757538
Algeria,4,Pesticides (total),2015,t,4517.0,-0.05728362760059219
Algeria,4,Pesticides (total),2015,kg/ha,0.53,-0.10598422677547369
Algeria,4,Pesticides (total),2015,kg/cap,0.11,-0.10598875558927151
Algeria,4,Pesticides (total),2015,g/Int$,0.32,-0.1059864911823726
Algeria,4,Pesticides (total),2016,t,4153.0,-0.06120859955870481
Algeria,4,Pesticides (total),2016,kg/ha,0.49,-0.10598465809107349
Algeria,4,Pesticides (total),2016,kg/cap,0.1,-0.10598886341817146
Algeria,4,Pesticides (total),2016,g/Int$,0.28,-0.1059869224979724
Algeria,4,Pesticides (total),2017,t,6067.0,-0.04057014810862915
Algeria,4,Pesticides (total),2017,kg/ha,0.72,-0.10598217802637469
Algeria,4,Pesticides (total),2017,kg/cap,0.15,-0.10598832427367173
Algeria,4,Pesticides (total),2017,g/Int$,0.41,-0.10598552072227307
Algeria,4,Pesticides (total),2018,t,6067.0,-0.04057014810862915
Algeria,4,Pesticides (total),2018,kg/ha,0.71,-0.10598228585527464
Algeria,4,Pesticides (total),2018,kg/cap,0.14,-0.10598843210257168
Algeria,4,Pesticides (total),2018,g/Int$,0.39,-0.10598573638007297
Algeria,4,Pesticides (total),2019,t,6067.0,-0.04057014810862915
Algeria,4,Pesticides (total),2019,kg/ha,0.71,-0.10598228585527464
Algeria,4,Pesticides (total),2019,kg/cap,0.14,-0.10598843210257168
Algeria,4,Pesticides (total),2019,g/Int$,0.38,-0.10598584420897292
Algeria,4,Pesticides (total),2020,t,6067.0,-0.04057014810862915
Algeria,4,Pesticides (total),2020,kg/ha,0.72,-0.10598217802637469
Algeria,4,Pesticides (total),2020,kg/cap,0.14,-0.10598843210257168
Algeria,4,Pesticides (total),2020,g/Int$,0.37,-0.10598595203787285
Algeria,4,Pesticides (total),2021,t,6067.0,-0.04057014810862915
Algeria,4,Pesticides (total),2021,kg/ha,0.72,-0.10598217802637469
Algeria,4,Pesticides (total),2021,kg/cap,0.14,-0.10598843210257168
Algeria,4,Pesticides (total),2021,g/Int$,0.41,-0.10598552072227307
Algeria,4,Pesticides (total),2022,t,6067.0,-0.04057014810862915
Algeria,4,Pesticides (total),2022,kg/ha,0.71,-0.10598228585527464
Algeria,4,Pesticides (total),2022,kg/cap,0.13,-0.10598853993147163
Algeria,4,Pesticides (total),2022,g/Int$,0.38,-0.10598584420897292
Algeria,4,Pesticides (total),2023,t,6067.0,-0.04057014810862915
Algeria,4,Pesticides (total),2023,kg/ha,0.71,-0.10598228585527464
Algeria,4,Pesticides (total),2023,kg/cap,0.13,-0.10598853993147163
Algeria,4,Pesticides (total),2023,g/Int$,0.37,-0.10598595203787285
Algeria,4,Insecticides,2015,t,323.0,-0.10250706823884574
Algeria,4,Insecticides,2016,t,251.0,-0.10328343631847241
Algeria,4,Insecticides,2017,t,367.0,-0.10203262107907389
Algeria,4,Insecticides,2018,t,367.0,-0.10203262107907389
Algeria,4,Insecticides,2019,t,367.0,-0.10203262107907389
Algeria,4,Insecticides,2020,t,367.0,-0.10203262107907389
Algeria,4,Insecticides,2021,t,367.0,-0.10203262107907389
Algeria,4,Insecticides,2022,t,367.0,-0.10203262107907389
Algeria,4,Insecticides,2023,t,367.0,-0.10203262107907389
Algeria,4,Herbicides,2015,t,206.0,-0.10376866636823909
Algeria,4,Herbicides,2016,t,209.0,-0.10373631769825464
Algeria,4,Herbicides,2017,t,286.0,-0.10290603516865389
Algeria,4,Herbicides,2018,t,286.0,-0.10290603516865389
Algeria,4,Herbicides,2019,t,286.0,-0.10290603516865389
Algeria,4,Herbicides,2020,t,286.0,-0.10290603516865389
Algeria,4,Herbicides,2021,t,286.0,-0.10290603516865389
Algeria,4,Herbicides,2022,t,286.0,-0.10290603516865389
Algeria,4,Herbicides,2023,t,286.0,-0.10290603516865389
Algeria,4,Fungicides and Bactericides,2015,t,1740.0,-0.08722771311619308
Algeria,4,Fungicides and Bactericides,2016,t,1171.0,-0.09336317752324273
Algeria,4,Fungicides and Bactericides,2017,t,1577.0,-0.08898532418534791
Algeria,4,Fungicides and Bactericides,2018,t,1577.0,-0.08898532418534791
Algeria,4,Fungicides and Bactericides,2019,t,1577.0,-0.08898532418534791
Algeria,4,Fungicides and Bactericides,2020,t,1577.0,-0.08898532418534791
Algeria,4,Fungicides and Bactericides,2021,t,1577.0,-0.08898532418534791
Algeria,4,Fungicides and Bactericides,2022,t,1577.0,-0.08898532418534791
Algeria,4,Fungicides and Bactericides,2023,t,1577.0,-0.08898532418534791
Algeria,4,Plant Growth Regulators,2015,t,2164.0,-0.08265576775839158
Algeria,4,Plant Growth Regulators,2016,t,2438.0,-0.0797012558998123
Algeria,4,Plant Growth Regulators,2017,t,3753.0,-0.06552175555663076
Algeria,4,Plant Growth Regulators,2018,t,3753.0,-0.06552175555663076
Algeria,4,Plant Growth Regulators,2019,t,3753.0,-0.06552175555663076
Algeria,4,Plant Growth Regulators,2020,t,3753.0,-0.06552175555663076
Algeria,4,Plant Growth Regulators,2021,t,3753.0,-0.06552175555663076
Algeria,4,Plant Growth Regulators,2022,t,3753.0,-0.06552175555663076
Algeria,4,Plant Growth Regulators,2023,t,3753.0,-0.06552175555663076
Algeria,4,Other Pesticides nes,2015,t,84.0,-0.1050841789476065
Algeria,4,Other Pesticides nes,2016,t,84.0,-0.1050841789476065
Algeria,4,Other Pesticides nes,2017,t,84.0,-0.1050841789476065
Algeria,4,Other Pesticides nes,2018,t,84.0,-0.1050841789476065
Algeria,4,Other Pesticides nes,2019,t,84.0,-0.1050841789476065
Algeria,4,Other Pesticides nes,2020,t,84.0,-0.1050841789476065
Algeria,4,Other Pesticides nes,2021,t,84.0,-0.1050841789476065
Algeria,4,Other Pesticides nes,2022,t,84.0,-0.1050841789476065
Algeria,4,Other Pesticides nes,2023,t,84.0,-0.1050841789476065
Andorra,6,Pesticides (total),2015,t,16.0,-0.10581741546725391
Andorra,6,Pesticides (total),2015,kg/ha,20.1,-0.10577320561827516
Andorra,6,Pesticides (total),2015,kg/cap,0.23,-0.10598746164247215
Andorra,6,Pesticides (total),2016,t,13.0,-0.10584976413723836
Andorra,6,Pesticides (total),2016,kg/ha,16.33,-0.10581385711355562
Andorra,6,Pesticides (total),2016,kg/cap,0.19,-0.10598789295807193
Andorra,6,Pesticides (total),2017,t,14.0,-0.10583898124724354
Andorra,6,Pesticides (total),2017,kg/ha,16.99,-0.10580674040615905
Andorra,6,Pesticides (total),2017,kg/cap,0.19,-0.10598789295807193
Andorra,6,Pesticides (total),2018,t,14.0,-0.10583898124724354
Andorra,6,Pesticides (total),2018,kg/ha,16.25,-0.1058147197447552
Andorra,6,Pesticides (total),2018,kg/cap,0.18,-0.10598800078697188
Andorra,6,Pesticides (total),2019,t,14.0,-0.10583898124724354
Andorra,6,Pesticides (total),2019,kg/ha,17.97,-0.10579617317396413
Andorra,6,Pesticides (total),2019,kg/cap,0.19,-0.10598789295807193
Andorra,6,Pesticides (total),2020,t,16.0,-0.10581741546725391
Andorra,6,Pesticides (total),2020,kg/ha,20.92,-0.10576436364847942
Andorra,6,Pesticides (total),2020,kg/cap,0.21,-0.10598767730027205
Andorra,6,Pesticides (total),2021,t,17.0,-0.1058066325772591
Andorra,6,Pesticides (total),2021,kg/ha,22.88,-0.10574322918408958
Andorra,6,Pesticides (total),2021,kg/cap,0.22,-0.1059875694713721
Andorra,6,Pesticides (total),2022,t,17.0,-0.1058066325772591
Andorra,6,Pesticides (total),2022,kg/ha,22.27,-0.10574980674698642
Andorra,6,Pesticides (total),2022,kg/cap,0.21,-0.10598767730027205
Andorra,6,Pesticides (total),2023,t,16.0,-0.10581741546725391
Andorra,6,Pesticides (total),2023,kg/ha,21.55,-0.1057575704277827
Andorra,6,Pesticides (total),2023,kg/cap,0.2,-0.10598778512917198
Andorra,6,Insecticides,2015,t,2.0,-0.10596837592718132
Andorra,6,Insecticides,2016,t,2.0,-0.10596837592718132
Andorra,6,Insecticides,2017,t,2.0,-0.10596837592718132
Andorra,6,Insecticides,2018,t,2.0,-0.10596837592718132
Andorra,6,Insecticides,2019,t,2.0,-0.10596837592718132
Andorra,6,Insecticides,2020,t,2.0,-0.10596837592718132
Andorra,6,Insecticides,2021,t,3.0,-0.1059575930371865
Andorra,6,Insecticides,2022,t,3.0,-0.1059575930371865
Andorra,6,Insecticides,2023,t,2.0,-0.10596837592718132
Andorra,6,Herbicides,2015,t,6.0,-0.10592524436720206
Andorra,6,Herbicides,2016,t,5.0,-0.10593602725719688
Andorra,6,Herbicides,2017,t,5.0,-0.10593602725719688
Andorra,6,Herbicides,2018,t,5.0,-0.10593602725719688
Andorra,6,Herbicides,2019,t,5.0,-0.10593602725719688
Andorra,6,Herbicides,2020,t,6.0,-0.10592524436720206
Andorra,6,Herbicides,2021,t,7.0,-0.10591446147720725
Andorra,6,Herbicides,2022,t,7.0,-0.10591446147720725
Andorra,6,Herbicides,2023,t,6.0,-0.10592524436720206
Andorra,6,Fungicides and Bactericides,2015,t,6.0,-0.10592524436720206
Andorra,6,Fungicides and Bactericides,2016,t,5.0,-0.10593602725719688
Andorra,6,Fungicides and Bactericides,2017,t,5.0,-0.10593602725719688
Andorra,6,Fungicides and Bactericides,2018,t,5.0,-0.10593602725719688
Andorra,6,Fungicides and Bactericides,2019,t,6.0,-0.10592524436720206
Andorra,6,Fungicides and Bactericides,2020,t,6.0,-0.10592524436720206
Andorra,6,Fungicides and Bactericides,2021,t,7.0,-0.10591446147720725
Andorra,6,Fungicides and Bactericides,2022,t,7.0,-0.10591446147720725
Andorra,6,Fungicides and Bactericides,2023,t,6.0,-0.10592524436720206
Andorra,6,Plant Growth Regulators,2015,t,1.0,-0.10597915881717614
Andorra,6,Plant Growth Regulators,2016,t,0.0,-0.10598994170717095
Andorra,6,Plant Growth Regulators,2017,t,0.0,-0.10598994170717095
Andorra,6,Plant Growth Regulators,2018,t,0.0,-0.10598994170717095
Andorra,6,Plant Growth Regulators,2019,t,0.0,-0.10598994170717095
Andorra,6,Plant Growth Regulators,2020,t,0.0,-0.10598994170717095
Andorra,6,Plant Growth Regulators,2021,t,0.0,-0.10598994170717095
Andorra,6,Plant Growth Regulators,2022,t,0.0,-0.10598994170717095
Andorra,6,Plant Growth Regulators,2023,t,0.0,-0.10598994170717095
Andorra,6,Rodenticides,2015,t,0.0,-0.10598994170717095
Andorra,6,Rodenticides,2016,t,0.0,-0.10598994170717095
Andorra,6,Rodenticides,2017,t,0.0,-0.10598994170717095
Andorra,6,Rodenticides,2018,t,0.0,-0.10598994170717095
Andorra,6,Rodenticides,2019,t,0.0,-0.10598994170717095
Andorra,6,Rodenticides,2020,t,0.0,-0.10598994170717095
Andorra,6,Rodenticides,2021,t,0.0,-0.10598994170717095
Andorra,6,Rodenticides,2022,t,0.0,-0.10598994170717095
Andorra,6,Rodenticides,2023,t,0.0,-0.10598994170717095
Andorra,6,Other Pesticides nes,2015,t,1.0,-0.10597915881717614
Andorra,6,Other Pesticides nes,2016,t,1.0,-0.10597915881717614
Andorra,6,Other Pesticides nes,2017,t,1.0,-0.10597915881717614
Andorra,6,Other Pesticides nes,2018,t,1.0,-0.10597915881717614
Andorra,6,Other Pesticides nes,2019,t,1.0,-0.10597915881717614
Andorra,6,Other Pesticides nes,2020,t,1.0,-0.10597915881717614
Andorra,6,Other Pesticides nes,2021,t,1.0,-0.10597915881717614
Andorra,6,Other Pesticides nes,2022,t,1.0,-0.10597915881717614
Andorra,6,Other Pesticides nes,2023,t,1.0,-0.10597915881717614
Angola,7,Pesticides (total),2015,t,40.0,-0.10555862610737834
Angola,7,Pesticides (total),2015,kg/ha,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2015,kg/cap,0.0,-0.10598994170717095
Angola,7,Pesticides (total),2015,g/Int$,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2016,t,40.0,-0.10555862610737834
Angola,7,Pesticides (total),2016,kg/ha,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2016,kg/cap,0.0,-0.10598994170717095
Angola,7,Pesticides (total),2016,g/Int$,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2017,t,40.0,-0.10555862610737834
Angola,7,Pesticides (total),2017,kg/ha,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2017,kg/cap,0.0,-0.10598994170717095
Angola,7,Pesticides (total),2017,g/Int$,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2018,t,40.0,-0.10555862610737834
Angola,7,Pesticides (total),2018,kg/ha,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2018,kg/cap,0.0,-0.10598994170717095
Angola,7,Pesticides (total),2018,g/Int$,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2019,t,40.0,-0.10555862610737834
Angola,7,Pesticides (total),2019,kg/ha,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2019,kg/cap,0.0,-0.10598994170717095
Angola,7,Pesticides (total),2019,g/Int$,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2020,t,40.0,-0.10555862610737834
Angola,7,Pesticides (total),2020,kg/ha,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2020,kg/cap,0.0,-0.10598994170717095
Angola,7,Pesticides (total),2020,g/Int$,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2021,t,40.0,-0.10555862610737834
Angola,7,Pesticides (total),2021,kg/ha,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2021,kg/cap,0.0,-0.10598994170717095
Angola,7,Pesticides (total),2021,g/Int$,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2022,t,40.0,-0.10555862610737834
Angola,7,Pesticides (total),2022,kg/ha,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2022,kg/cap,0.0,-0.10598994170717095
Angola,7,Pesticides (total),2022,g/Int$,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2023,t,40.0,-0.10555862610737834
Angola,7,Pesticides (total),2023,kg/ha,0.01,-0.10598983387827099
Angola,7,Pesticides (total),2023,kg/cap,0.0,-0.10598994170717095
Angola,7,Pesticides (total),2023,g/Int$,0.0,-0.10598994170717095
Angola,7,Insecticides,2015,t,37.0,-0.10559097477736279
Angola,7,Insecticides,2016,t,37.0,-0.10559097477736279
Angola,7,Insecticides,2017,t,37.0,-0.10559097477736279
Angola,7,Insecticides,2018,t,37.0,-0.10559097477736279
Angola,7,Insecticides,2019,t,37.0,-0.10559097477736279
Angola,7,Insecticides,2020,t,37.0,-0.10559097477736279
Angola,7,Insecticides,2021,t,37.0,-0.10559097477736279
Angola,7,Insecticides,2022,t,37.0,-0.10559097477736279
Angola,7,Insecticides,2023,t,37.0,-0.10559097477736279
Angola,7,Herbicides,2015,t,1.0,-0.10597915881717614
Angola,7,Herbicides,2016,t,1.0,-0.10597915881717614
Angola,7,Herbicides,2017,t,1.0,-0.10597915881717614
Angola,7,Herbicides,2018,t,1.0,-0.10597915881717614
Angola,7,Herbicides,2019,t,1.0,-0.10597915881717614
Angola,7,Herbicides,2020,t,1.0,-0.10597915881717614
Angola,7,Herbicides,2021,t,1.0,-0.10597915881717614
Angola,7,Herbicides,2022,t,1.0,-0.10597915881717614
Angola,7,Herbicides,2023,t,1.0,-0.10597915881717614
Angola,7,Fungicides and Bactericides,2015,t,1.0,-0.10597915881717614
Angola,7,Fungicides and Bactericides,2016,t,1.0,-0.10597915881717614
Angola,7,Fungicides and Bactericides,2017,t,1.0,-0.10597915881717614
Angola,7,Fungicides and Bactericides,2018,t,1.0,-0.10597915881717614
Angola,7,Fungicides and Bactericides,2019,t,1.0,-0.10597915881717614
Angola,7,Fungicides and Bactericides,2020,t,1.0,-0.10597915881717614
Angola,7,Fungicides and Bactericides,2021,t,1.0,-0.10597915881717614
Angola,7,Fungicides and Bactericides,2022,t,1.0,-0.10597915881717614
Angola,7,Fungicides and Bactericides,2023,t,1.0,-0.10597915881717614
Angola,7,Rodenticides,2015,t,1.0,-0.10597915881717614
Angola,7,Rodenticides,2016,t,1.0,-0.10597915881717614
Angola,7,Rodenticides,2017,t,1.0,-0.10597915881717614
Angola,7,Rodenticides,2018,t,1.0,-0.10597915881717614
Angola,7,Rodenticides,2019,t,1.0,-0.10597915881717614
Angola,7,Rodenticides,2020,t,1.0,-0.10597915881717614
Angola,7,Rodenticides,2021,t,1.0,-0.10597915881717614
Angola,7,Rodenticides,2022,t,1.0,-0.10597915881717614
Angola,7,Rodenticides,2023,t,1.0,-0.10597915881717614
Anguilla,258,Pesticides (total),2015,t,66.0,-0.10527827096751316
Anguilla,258,Pesticides (total),2015,kg/cap,4.64,-0.10593990909759501
Anguilla,258,Pesticides (total),2016,t,66.0,-0.10527827096751316
Anguilla,258,Pesticides (total),2016,kg/cap,4.6,-0.10594034041319479
Anguilla,258,Pesticides (total),2017,t,66.0,-0.10527827096751316
Anguilla,258,Pesticides (total),2017,kg/cap,4.57,-0.10594066389989465
Anguilla,258,Pesticides (total),2018,t,66.0,-0.10527827096751316
Anguilla,258,Pesticides (total),2018,kg/cap,4.48,-0.10594163435999418
Anguilla,258,Pesticides (total),2019,t,66.0,-0.10527827096751316
Anguilla,258,Pesticides (total),2019,kg/cap,4.45,-0.10594195784669401
Anguilla,258,Pesticides (total),2020,t,66.0,-0.10527827096751316
Anguilla,258,Pesticides (total),2020,kg/cap,4.44,-0.10594206567559396
Anguilla,258,Pesticides (total),2021,t,66.0,-0.10527827096751316
Anguilla,258,Pesticides (total),2021,kg/cap,4.55,-0.10594087955769455
Anguilla,258,Pesticides (total),2022,t,66.0,-0.10527827096751316
Anguilla,258,Pesticides (total),2022,kg/cap,4.65,-0.10593980126869507
Anguilla,258,Pesticides (total),2023,t,66.0,-0.10527827096751316
Anguilla,258,Pesticides (total),2023,kg/cap,4.57,-0.10594066389989465
Anguilla,258,Insecticides,2015,t,10.0,-0.1058821128072228
Anguilla,258,Insecticides,2016,t,9.0,-0.10589289569721762
Anguilla,258,Insecticides,2017,t,9.0,-0.10589289569721762
Anguilla,258,Insecticides,2018,t,9.0,-0.10589289569721762
Anguilla,258,Insecticides,2019,t,9.0,-0.10589289569721762
Anguilla,258,Insecticides,2020,t,9.0,-0.10589289569721762
Anguilla,258,Insecticides,2021,t,9.0,-0.10589289569721762
Anguilla,258,Insecticides,2022,t,9.0,-0.10589289569721762
Anguilla,258,Insecticides,2023,t,9.0,-0.10589289569721762
Anguilla,258,Herbicides,2015,t,42.0,-0.10553706032738872
Anguilla,258,Herbicides,2016,t,42.0,-0.10553706032738872
Anguilla,258,Herbicides,2017,t,42.0,-0.10553706032738872
Anguilla,258,Herbicides,2018,t,42.0,-0.10553706032738872
Anguilla,258,Herbicides,2019,t,42.0,-0.10553706032738872
Anguilla,258,Herbicides,2020,t,42.0,-0.10553706032738872
Anguilla,258,Herbicides,2021,t,42.0,-0.10553706032738872
Anguilla,258,Herbicides,2022,t,42.0,-0.10553706032738872
Anguilla,258,Herbicides,2023,t,42.0,-0.10553706032738872
Anguilla,258,Fungicides and Bactericides,2015,t,9.0,-0.10589289569721762
Anguilla,258,Fungicides and Bactericides,2016,t,9.0,-0.10589289569721762
Anguilla,258,Fungicides and Bactericides,2017,t,10.0,-0.1058821128072228
Anguilla,258,Fungicides and Bactericides,2018,t,10.0,-0.1058821128072228
Anguilla,258,Fungicides and Bactericides,2019,t,10.0,-0.1058821128072228
Anguilla,258,Fungicides and Bactericides,2020,t,11.0,-0.10587132991722799
Anguilla,258,Fungicides and Bactericides,2021,t,11.0,-0.10587132991722799
Anguilla,258,Fungicides and Bactericides,2022,t,11.0,-0.10587132991722799
Anguilla,258,Fungicides and Bactericides,2023,t,11.0,-0.10587132991722799
Anguilla,258,Plant Growth Regulators,2015,t,0.0,-0.10598994170717095
Anguilla,258,Plant Growth Regulators,2016,t,0.0,-0.10598994170717095
Anguilla,258,Plant Growth Regulators,2017,t,0.0,-0.10598994170717095
Anguilla,258,Plant Growth Regulators,2018,t,0.0,-0.10598994170717095
Anguilla,258,Plant Growth Regulators,2019,t,0.0,-0.10598994170717095
Anguilla,258,Plant Growth Regulators,2020,t,0.0,-0.10598994170717095
Anguilla,258,Plant Growth Regulators,2021,t,0.0,-0.10598994170717095
Anguilla,258,Plant Growth Regulators,2022,t,0.0,-0.10598994170717095
Anguilla,258,Plant Growth Regulators,2023,t,0.0,-0.10598994170717095
Anguilla,258,Rodenticides,2015,t,0.0,-0.10598994170717095
Anguilla,258,Rodenticides,2016,t,0.0,-0.10598994170717095
Anguilla,258,Rodenticides,2017,t,0.0,-0.10598994170717095
Anguilla,258,Rodenticides,2018,t,0.0,-0.10598994170717095
Anguilla,258,Rodenticides,2019,t,0.0,-0.10598994170717095
Anguilla,258,Rodenticides,2020,t,0.0,-0.10598994170717095
Anguilla,258,Rodenticides,2021,t,0.0,-0.10598994170717095
Anguilla,258,Rodenticides,2022,t,0.0,-0.10598994170717095
Anguilla,258,Rodenticides,2023,t,0.0,-0.10598994170717095
Anguilla,258,Other Pesticides nes,2015,t,4.0,-0.10594681014719169
Anguilla,258,Other Pesticides nes,2016,t,4.0,-0.10594681014719169
Anguilla,258,Other Pesticides nes,2017,t,5.0,-0.10593602725719688
Anguilla,258,Other Pesticides nes,2018,t,4.0,-0.10594681014719169
Anguilla,258,Other Pesticides nes,2019,t,4.0,-0.10594681014719169
Anguilla,258,Other Pesticides nes,2020,t,4.0,-0.10594681014719169
Anguilla,258,Other Pesticides nes,2021,t,4.0,-0.10594681014719169
Anguilla,258,Other Pesticides nes,2022,t,4.0,-0.10594681014719169
