Country,Country_Code,Pesticide_Type,Year,Unit,Pesticide_Use,Pesticide_Use_scaled
Bangladesh,16,Herbicides – Triazines,2015,t,9.0,-0.10589289569721762
Bangladesh,16,Herbicides – Triazines,2016,t,23.0,-0.10574193523729021
Bangladesh,16,Herbicides – Triazines,2017,t,20.0,-0.10577428390727465
Bangladesh,16,Herbicides – Triazines,2020,t,65.0,-0.10528905385750797
Bangladesh,16,Herbicides – Amides,2015,t,452.0,-0.10111607542951463
Bangladesh,16,Herbicides – Amides,2016,t,413.0,-0.10153660813931241
Bangladesh,16,Herbicides – Amides,2017,t,490.0,-0.10070632560971166
Bangladesh,16,Herbicides – Amides,2020,t,511.0,-0.10047988491982054
Bangladesh,16,Herbicides – Dinitroanilines,2015,t,21.0,-0.10576350101727984
Bangladesh,16,Herbicides – Dinitroanilines,2016,t,46.0,-0.10549392876740946
Bangladesh,16,Herbicides – Dinitroanilines,2017,t,53.0,-0.10541844853744575
Bangladesh,16,Herbicides – Dinitroanilines,2020,t,71.0,-0.10522435651753909
Bangladesh,16,Herbicides – Sulfonyl ureas,2015,t,33.0,-0.10563410633734205
Bangladesh,16,Herbicides – Sulfonyl ureas,2016,t,37.0,-0.10559097477736279
Bangladesh,16,Herbicides – Sulfonyl ureas,2017,t,36.0,-0.1056017576673576
Bangladesh,16,Herbicides – Sulfonyl ureas,2020,t,52.0,-0.10542923142744057
Bangladesh,16,Herbicides – Bipiridils,2015,t,117.0,-0.1047283435777776
Bangladesh,16,Herbicides – Bipiridils,2016,t,159.0,-0.10427546219799538
Bangladesh,16,Herbicides – Bipiridils,2017,t,182.0,-0.10402745572811464
Bangladesh,16,Herbicides – Bipiridils,2020,t,211.0,-0.10371475191826501
Bangladesh,16,Herbicides - nes,2015,t,156.0,-0.10430781086797983
Bangladesh,16,Herbicides - nes,2016,t,287.0,-0.10289525227865907
Bangladesh,16,Herbicides - nes,2017,t,308.0,-0.10266881158876796
Bangladesh,16,Herbicides - nes,2020,t,334.0,-0.10238845644890278
Bangladesh,16,Fungicides and Bactericides,2015,t,10890.0,0.01143573033636295
Bangladesh,16,Fungicides and Bactericides,2016,t,11405.0,0.016988918683692608
Bangladesh,16,Fungicides and Bactericides,2017,t,11758.0,0.020795278851862255
Bangladesh,16,Fungicides and Bactericides,2018,t,11867.0,0.021970613861297075
Bangladesh,16,Fungicides and Bactericides,2019,t,11976.0,0.023145948870731896
Bangladesh,16,Fungicides and Bactericides,2020,t,12085.0,0.024321283880166716
Bangladesh,16,Fungicides and Bactericides,2021,t,12085.0,0.024321283880166716
Bangladesh,16,Fungicides and Bactericides,2022,t,12085.0,0.024321283880166716
Bangladesh,16,Fungicides and Bactericides,2023,t,12085.0,0.024321283880166716
Bangladesh,16,Fung & Bact – Inorganics,2015,t,8806.0,-0.011035812412831232
Bangladesh,16,Fung & Bact – Inorganics,2016,t,8516.0,-0.014162850511327542
Bangladesh,16,Fung & Bact – Inorganics,2017,t,8362.0,-0.01582341557052903
Bangladesh,16,Fung & Bact – Inorganics,2020,t,8713.0,-0.012038621182349014
Bangladesh,16,Fung & Bact – Dithiocarbamates,2015,t,1567.0,-0.08909315308529606
Bangladesh,16,Fung & Bact – Dithiocarbamates,2016,t,1932.0,-0.08515739823718863
Bangladesh,16,Fung & Bact – Dithiocarbamates,2017,t,2337.0,-0.0807903277892886
Bangladesh,16,Fung & Bact – Dithiocarbamates,2020,t,2361.0,-0.08053153842941305
Bangladesh,16,Fung & Bact – Benzimidazoles,2015,t,209.0,-0.10373631769825464
Bangladesh,16,Fung & Bact – Benzimidazoles,2016,t,255.0,-0.10324030475849315
Bangladesh,16,Fung & Bact – Benzimidazoles,2017,t,244.0,-0.10335891654843612
Bangladesh,16,Fung & Bact – Benzimidazoles,2020,t,270.0,-0.10307856140857093
Bangladesh,16,"Fung & Bact – Triazoles, diazoles",2015,t,135.0,-0.10453425155787094
Bangladesh,16,"Fung & Bact – Triazoles, diazoles",2016,t,245.0,-0.10334813365844131
Bangladesh,16,"Fung & Bact – Triazoles, diazoles",2017,t,222.0,-0.10359614012832205
Bangladesh,16,"Fung & Bact – Triazoles, diazoles",2020,t,325.0,-0.10248550245885611
Bangladesh,16,Fung & Bact - nes,2015,t,173.0,-0.10412450173806798
Bangladesh,16,Fung & Bact - nes,2016,t,456.0,-0.10107294386953537
Bangladesh,16,Fung & Bact - nes,2017,t,594.0,-0.09958490505025092
Bangladesh,16,Fung & Bact - nes,2020,t,415.0,-0.10151504235932278
Bangladesh,16,Rodenticides,2015,t,8.0,-0.10590367858721243
Bangladesh,16,Rodenticides,2016,t,7.0,-0.10591446147720725
Bangladesh,16,Rodenticides,2017,t,7.0,-0.10591446147720725
Bangladesh,16,Rodenticides,2018,t,7.0,-0.10591446147720725
Bangladesh,16,Rodenticides,2019,t,8.0,-0.10590367858721243
Bangladesh,16,Rodenticides,2020,t,8.0,-0.10590367858721243
Bangladesh,16,Rodenticides,2021,t,8.0,-0.10590367858721243
Bangladesh,16,Rodenticides,2022,t,8.0,-0.10590367858721243
Bangladesh,16,Rodenticides,2023,t,8.0,-0.10590367858721243
Barbados,14,Pesticides (total),2015,t,93.0,-0.10498713293765316
Barbados,14,Pesticides (total),2015,kg/ha,10.38,-0.10587801530902477
Barbados,14,Pesticides (total),2015,kg/cap,0.33,-0.10598638335347266
Barbados,14,Pesticides (total),2015,g/Int$,1.63,-0.1059723655964794
Barbados,14,Pesticides (total),2016,t,89.0,-0.10503026449763242
Barbados,14,Pesticides (total),2016,kg/ha,11.16,-0.10586960465482881
Barbados,14,Pesticides (total),2016,kg/cap,0.32,-0.1059864911823726
Barbados,14,Pesticides (total),2016,g/Int$,1.63,-0.1059723655964794
Barbados,14,Pesticides (total),2017,t,85.0,-0.10507339605761168
Barbados,14,Pesticides (total),2017,kg/ha,10.63,-0.10587531958652607
Barbados,14,Pesticides (total),2017,kg/cap,0.3,-0.10598670684017251
Barbados,14,Pesticides (total),2017,g/Int$,1.49,-0.10597387520107868
Barbados,14,Pesticides (total),2018,t,81.0,-0.10511652761759094
Barbados,14,Pesticides (total),2018,kg/ha,10.11,-0.10588092668932336
Barbados,14,Pesticides (total),2018,kg/cap,0.29,-0.10598681466907243
Barbados,14,Pesticides (total),2018,g/Int$,1.34,-0.1059754926345779
Barbados,14,Pesticides (total),2019,t,77.0,-0.1051596591775702
Barbados,14,Pesticides (total),2019,kg/ha,9.59,-0.10588653379212067
Barbados,14,Pesticides (total),2019,kg/cap,0.27,-0.10598703032687234
Barbados,14,Pesticides (total),2019,g/Int$,1.31,-0.10597581612127774
Barbados,14,Pesticides (total),2020,t,73.0,-0.10520279073754946
Barbados,14,Pesticides (total),2020,kg/ha,9.07,-0.10589214089491798
Barbados,14,Pesticides (total),2020,kg/cap,0.26,-0.10598713815577229
Barbados,14,Pesticides (total),2020,g/Int$,1.47,-0.10597409085887857
Barbados,14,Pesticides (total),2021,t,68.0,-0.10525670518752353
Barbados,14,Pesticides (total),2021,kg/ha,8.55,-0.10589774799771529
Barbados,14,Pesticides (total),2021,kg/cap,0.24,-0.10598735381357219
Barbados,14,Pesticides (total),2021,g/Int$,1.37,-0.10597516914787804
Barbados,14,Pesticides (total),2022,t,68.0,-0.10525670518752353
Barbados,14,Pesticides (total),2022,kg/ha,8.55,-0.10589774799771529
Barbados,14,Pesticides (total),2022,kg/cap,0.24,-0.10598735381357219
Barbados,14,Pesticides (total),2022,g/Int$,1.19,-0.10597711006807711
Barbados,14,Pesticides (total),2023,t,68.0,-0.10525670518752353
Barbados,14,Pesticides (total),2023,kg/ha,8.55,-0.10589774799771529
Barbados,14,Pesticides (total),2023,kg/cap,0.24,-0.10598735381357219
Barbados,14,Pesticides (total),2023,g/Int$,1.25,-0.10597646309467743
Barbados,14,Insecticides,2015,t,17.0,-0.1058066325772591
Barbados,14,Insecticides,2016,t,15.0,-0.10582819835724873
Barbados,14,Insecticides,2017,t,13.0,-0.10584976413723836
Barbados,14,Insecticides,2018,t,11.0,-0.10587132991722799
Barbados,14,Insecticides,2019,t,9.0,-0.10589289569721762
Barbados,14,Insecticides,2020,t,7.0,-0.10591446147720725
Barbados,14,Insecticides,2021,t,5.0,-0.10593602725719688
Barbados,14,Insecticides,2022,t,5.0,-0.10593602725719688
Barbados,14,Insecticides,2023,t,5.0,-0.10593602725719688
Barbados,14,Insecticides – Chlorinated Hydrocarbons,2021,t,0.0,-0.10598994170717095
Barbados,14,Insecticides – Organo-phosphates,2021,t,2.0,-0.10596837592718132
Barbados,14,Insecticides – Carbamates,2021,t,0.0,-0.10598994170717095
Barbados,14,Insecticides – Pyrethroids,2021,t,1.0,-0.10597915881717614
Barbados,14,Insecticides - Biopesticides,2021,t,1.0,-0.10597915881717614
Barbados,14,Insecticides - nes,2021,t,2.0,-0.10596837592718132
Barbados,14,Herbicides,2015,t,72.0,-0.10521357362754427
Barbados,14,Herbicides,2016,t,70.0,-0.1052351394075339
Barbados,14,Herbicides,2017,t,68.0,-0.10525670518752353
Barbados,14,Herbicides,2018,t,65.0,-0.10528905385750797
Barbados,14,Herbicides,2019,t,63.0,-0.1053106196374976
Barbados,14,Herbicides,2020,t,60.0,-0.10534296830748205
Barbados,14,Herbicides,2021,t,58.0,-0.10536453408747168
Barbados,14,Herbicides,2022,t,58.0,-0.10536453408747168
Barbados,14,Herbicides,2023,t,58.0,-0.10536453408747168
Barbados,14,Herbicides – Phenoxy hormone products,2021,t,10.0,-0.1058821128072228
Barbados,14,Herbicides – Triazines,2021,t,0.0,-0.10598994170717095
Barbados,14,Herbicides – Amides,2021,t,0.0,-0.10598994170717095
Barbados,14,Herbicides – Carbamates,2021,t,0.0,-0.10598994170717095
Barbados,14,Herbicides – Dinitroanilines,2021,t,0.0,-0.10598994170717095
Barbados,14,Herbicides – Urea derivates,2021,t,0.0,-0.10598994170717095
Barbados,14,Herbicides – Sulfonyl ureas,2021,t,0.0,-0.10598994170717095
Barbados,14,Herbicides – Bipiridils,2021,t,0.0,-0.10598994170717095
Barbados,14,Herbicides – Uracil,2021,t,0.0,-0.10598994170717095
Barbados,14,Herbicides - nes,2021,t,48.0,-0.10547236298741983
Barbados,14,Fungicides and Bactericides,2015,t,4.0,-0.10594681014719169
Barbados,14,Fungicides and Bactericides,2016,t,4.0,-0.10594681014719169
Barbados,14,Fungicides and Bactericides,2017,t,4.0,-0.10594681014719169
Barbados,14,Fungicides and Bactericides,2018,t,5.0,-0.10593602725719688
Barbados,14,Fungicides and Bactericides,2019,t,5.0,-0.10593602725719688
Barbados,14,Fungicides and Bactericides,2020,t,5.0,-0.10593602725719688
Barbados,14,Fungicides and Bactericides,2021,t,5.0,-0.10593602725719688
Barbados,14,Fungicides and Bactericides,2022,t,5.0,-0.10593602725719688
Barbados,14,Fungicides and Bactericides,2023,t,5.0,-0.10593602725719688
Barbados,14,Fung & Bact – Inorganics,2021,t,1.0,-0.10597915881717614
Barbados,14,Fung & Bact – Dithiocarbamates,2021,t,0.0,-0.10598994170717095
Barbados,14,Fung & Bact – Benzimidazoles,2021,t,0.0,-0.10598994170717095
Barbados,14,"Fung & Bact – Triazoles, diazoles",2021,t,0.0,-0.10598994170717095
Barbados,14,"Fung & Bact – Diazines, morpholines",2021,t,0.0,-0.10598994170717095
Barbados,14,Fung & Bact - nes,2021,t,4.0,-0.10594681014719169
Barbados,14,Plant Growth Regulators,2015,t,0.0,-0.10598994170717095
Barbados,14,Plant Growth Regulators,2016,t,0.0,-0.10598994170717095
Barbados,14,Plant Growth Regulators,2017,t,0.0,-0.10598994170717095
Barbados,14,Plant Growth Regulators,2018,t,0.0,-0.10598994170717095
Barbados,14,Plant Growth Regulators,2019,t,0.0,-0.10598994170717095
Barbados,14,Plant Growth Regulators,2020,t,0.0,-0.10598994170717095
Barbados,14,Plant Growth Regulators,2021,t,0.0,-0.10598994170717095
Barbados,14,Plant Growth Regulators,2022,t,0.0,-0.10598994170717095
Barbados,14,Plant Growth Regulators,2023,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides,2015,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides,2016,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides,2017,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides,2018,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides,2019,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides,2020,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides,2021,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides,2022,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides,2023,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides – Anti-coagulants,2021,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides – Cyanide Generators,2021,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides – Hypercalcaemics,2021,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides – Narcotics,2021,t,0.0,-0.10598994170717095
Barbados,14,Rodenticides – Other,2021,t,0.0,-0.10598994170717095
Barbados,14,Other Pesticides nes,2015,t,0.0,-0.10598994170717095
Barbados,14,Other Pesticides nes,2016,t,0.0,-0.10598994170717095
Barbados,14,Other Pesticides nes,2017,t,0.0,-0.10598994170717095
Barbados,14,Other Pesticides nes,2018,t,0.0,-0.10598994170717095
Barbados,14,Other Pesticides nes,2019,t,0.0,-0.10598994170717095
Barbados,14,Other Pesticides nes,2020,t,0.0,-0.10598994170717095
Barbados,14,Other Pesticides nes,2021,t,0.0,-0.10598994170717095
Barbados,14,Other Pesticides nes,2022,t,0.0,-0.10598994170717095
Barbados,14,Other Pesticides nes,2023,t,0.0,-0.10598994170717095
Belarus,57,Pesticides (total),2015,t,1464.0,-0.09020379075476198
Belarus,57,Pesticides (total),2015,kg/ha,0.25,-0.10598724598467224
Belarus,57,Pesticides (total),2015,kg/cap,0.15,-0.10598832427367173
Belarus,57,Pesticides (total),2015,g/Int$,0.13,-0.10598853993147163
Belarus,57,Pesticides (total),2016,t,1078.0,-0.09436598629276052
Belarus,57,Pesticides (total),2016,kg/ha,0.19,-0.10598789295807193
Belarus,57,Pesticides (total),2016,kg/cap,0.11,-0.10598875558927151
Belarus,57,Pesticides (total),2016,g/Int$,0.1,-0.10598886341817146
Belarus,57,Pesticides (total),2017,t,721.0,-0.09821547802090942
Belarus,57,Pesticides (total),2017,kg/ha,0.12,-0.10598864776037156
Belarus,57,Pesticides (total),2017,kg/cap,0.08,-0.10598907907597137
Belarus,57,Pesticides (total),2017,g/Int$,0.06,-0.10598929473377126
Belarus,57,Pesticides (total),2018,t,840.0,-0.09693231411152646
Belarus,57,Pesticides (total),2018,kg/ha,0.14,-0.10598843210257168
Belarus,57,Pesticides (total),2018,kg/cap,0.09,-0.1059889712470714
Belarus,57,Pesticides (total),2018,g/Int$,0.08,-0.10598907907597137
Belarus,57,Pesticides (total),2019,t,4171.0,-0.06101450753879814
Belarus,57,Pesticides (total),2019,kg/ha,0.72,-0.10598217802637469
Belarus,57,Pesticides (total),2019,kg/cap,0.44,-0.10598519723557322
Belarus,57,Pesticides (total),2019,g/Int$,0.38,-0.10598584420897292
Belarus,57,Pesticides (total),2020,t,4589.0,-0.056507259520965525
Belarus,57,Pesticides (total),2020,kg/ha,0.8,-0.10598131539517511
Belarus,57,Pesticides (total),2020,kg/cap,0.49,-0.10598465809107349
Belarus,57,Pesticides (total),2020,g/Int$,0.4,-0.10598562855117302
Belarus,57,Pesticides (total),2021,t,4117.0,-0.06159678359851814
Belarus,57,Pesticides (total),2021,kg/ha,0.72,-0.10598217802637469
Belarus,57,Pesticides (total),2021,kg/cap,0.45,-0.10598508940667327
Belarus,57,Pesticides (total),2021,g/Int$,0.37,-0.10598595203787285
Belarus,57,Pesticides (total),2022,t,4231.0,-0.060367534139109245
Belarus,57,Pesticides (total),2022,kg/ha,0.74,-0.10598196236857478
Belarus,57,Pesticides (total),2022,kg/cap,0.46,-0.10598498157777334
Belarus,57,Pesticides (total),2022,g/Int$,0.37,-0.10598595203787285
Belarus,57,Pesticides (total),2023,t,4853.0,-0.053660576562334396
Belarus,57,Pesticides (total),2023,kg/ha,0.86,-0.10598066842177539
Belarus,57,Pesticides (total),2023,kg/cap,0.53,-0.10598422677547369
Belarus,57,Pesticides (total),2023,g/Int$,0.43,-0.10598530506447318
Belarus,57,Insecticides,2015,t,32.0,-0.10564488922733686
Belarus,57,Insecticides,2016,t,23.0,-0.10574193523729021
Belarus,57,Insecticides,2017,t,16.0,-0.10581741546725391
Belarus,57,Insecticides,2018,t,20.0,-0.10577428390727465
Belarus,57,Insecticides,2019,t,113.0,-0.10477147513775686
Belarus,57,Insecticides,2020,t,126.0,-0.10463129756782427
Belarus,57,Insecticides,2021,t,144.0,-0.1044372055479176
Belarus,57,Insecticides,2022,t,146.0,-0.10441563976792798
Belarus,57,Insecticides,2023,t,169.0,-0.10416763329804724
Belarus,57,Herbicides,2015,t,866.0,-0.09665195897166128
Belarus,57,Herbicides,2016,t,662.0,-0.09885166853060351
Belarus,57,Herbicides,2017,t,468.0,-0.1009435491895976
Belarus,57,Herbicides,2018,t,550.0,-0.10005935221002277
Belarus,57,Herbicides,2019,t,2732.0,-0.07653108624133673
Belarus,57,Herbicides,2020,t,2949.0,-0.0741911991124619
Belarus,57,Herbicides,2021,t,2452.0,-0.0795502954398849
Belarus,57,Herbicides,2022,t,2511.0,-0.07891410493019081
Belarus,57,Herbicides,2023,t,2988.0,-0.07377066640266412
Belarus,57,Fungicides and Bactericides,2015,t,444.0,-0.10120233854947315
Belarus,57,Fungicides and Bactericides,2016,t,309.0,-0.10265802869877315
Belarus,57,Fungicides and Bactericides,2017,t,186.0,-0.10398432416813538
Belarus,57,Fungicides and Bactericides,2018,t,212.0,-0.1037039690282702
Belarus,57,Fungicides and Bactericides,2019,t,1031.0,-0.09487278212251682
Belarus,57,Fungicides and Bactericides,2020,t,1181.0,-0.09325534862329458
Belarus,57,Fungicides and Bactericides,2021,t,1206.0,-0.09298577637342421
Belarus,57,Fungicides and Bactericides,2022,t,1242.0,-0.09259759233361088
Belarus,57,Fungicides and Bactericides,2023,t,1308.0,-0.0918859215939531
Belarus,57,Other Pesticides nes,2015,t,122.0,-0.10467442912780353
Belarus,57,Other Pesticides nes,2016,t,84.0,-0.1050841789476065
Belarus,57,Other Pesticides nes,2017,t,52.0,-0.10542923142744057
Belarus,57,Other Pesticides nes,2018,t,58.0,-0.10536453408747168
Belarus,57,Other Pesticides nes,2019,t,295.0,-0.10280898915870056
Belarus,57,Other Pesticides nes,2020,t,333.0,-0.1023992393388976
Belarus,57,Other Pesticides nes,2021,t,315.0,-0.10259333135880426
Belarus,57,Other Pesticides nes,2022,t,332.0,-0.10241002222889241
Belarus,57,Other Pesticides nes,2023,t,388.0,-0.10180618038918278
Belgium,255,Pesticides (total),2015,t,6487.0,-0.03604133431080691
Belgium,255,Pesticides (total),2015,kg/ha,7.61,-0.1059078839143104
Belgium,255,Pesticides (total),2015,kg/cap,0.58,-0.10598368763097396
Belgium,255,Pesticides (total),2015,g/Int$,0.71,-0.10598228585527464
Belgium,255,Pesticides (total),2016,t,6571.0,-0.03513557155124246
Belgium,255,Pesticides (total),2016,kg/ha,7.53,-0.10590874654550998
Belgium,255,Pesticides (total),2016,kg/cap,0.58,-0.10598368763097396
Belgium,255,Pesticides (total),2016,g/Int$,0.75,-0.10598185453967483
Belgium,255,Pesticides (total),2017,t,6268.0,-0.038402787219671365
Belgium,255,Pesticides (total),2017,kg/ha,7.3,-0.10591122661020881
Belgium,255,Pesticides (total),2017,kg/cap,0.55,-0.1059840111176738
Belgium,255,Pesticides (total),2017,g/Int$,0.67,-0.10598271717087442
Belgium,255,Pesticides (total),2018,t,6363.0,-0.03737841267016395
Belgium,255,Pesticides (total),2018,kg/ha,7.28,-0.1059114422680087
Belgium,255,Pesticides (total),2018,kg/cap,0.56,-0.10598390328877386
Belgium,255,Pesticides (total),2018,g/Int$,0.71,-0.10598228585527464
Belgium,255,Pesticides (total),2019,t,5950.0,-0.041831746238022494
Belgium,255,Pesticides (total),2019,kg/ha,6.75,-0.10591715719970594
Belgium,255,Pesticides (total),2019,kg/cap,0.52,-0.10598433460437363
Belgium,255,Pesticides (total),2019,g/Int$,0.65,-0.10598293282867433
Belgium,255,Pesticides (total),2020,t,5677.0,-0.04477547520660695
Belgium,255,Pesticides (total),2020,kg/ha,6.39,-0.10592103904010408
Belgium,255,Pesticides (total),2020,kg/cap,0.49,-0.10598465809107349
Belgium,255,Pesticides (total),2020,g/Int$,0.61,-0.1059833641442741
Belgium,255,Pesticides (total),2021,t,5866.0,-0.04273750899758694
Belgium,255,Pesticides (total),2021,kg/ha,6.6,-0.10591877463320516
Belgium,255,Pesticides (total),2021,kg/cap,0.51,-0.10598444243327358
Belgium,255,Pesticides (total),2021,g/Int$,0.63,-0.10598314848647422
Belgium,255,Pesticides (total),2022,t,5190.0,-0.050026742634081786
Belgium,255,Pesticides (total),2022,kg/ha,5.85,-0.10592686180070128
Belgium,255,Pesticides (total),2022,kg/cap,0.45,-0.10598508940667327
Belgium,255,Pesticides (total),2022,g/Int$,0.57,-0.10598379545987391
Belgium,255,Pesticides (total),2023,t,4801.0,-0.05422128684206477
Belgium,255,Pesticides (total),2023,kg/ha,5.42,-0.10593149844339905
Belgium,255,Pesticides (total),2023,kg/cap,0.41,-0.10598552072227307
Belgium,255,Pesticides (total),2023,g/Int$,0.54,-0.10598411894657374
Belgium,255,Insecticides,2015,t,1045.0,-0.09472182166258941
Belgium,255,Insecticides,2016,t,929.0,-0.09597263690198793
Belgium,255,Insecticides,2017,t,863.0,-0.09668430764164572
Belgium,255,Insecticides,2018,t,778.0,-0.09760085329120498
Belgium,255,Insecticides,2019,t,617.0,-0.09933689858037018
Belgium,255,Insecticides,2020,t,746.0,-0.09794590577103905
Belgium,255,Insecticides,2021,t,769.0,-0.09769789930115831
Belgium,255,Insecticides,2022,t,689.0,-0.09856053050074351
Belgium,255,Insecticides,2023,t,564.0,-0.09990839175009536
Belgium,255,Insecticides – Chlorinated Hydrocarbons,2015,t,0.0,-0.10598994170717095
Belgium,255,Insecticides – Chlorinated Hydrocarbons,2016,t,0.0,-0.10598994170717095
Belgium,255,Insecticides – Chlorinated Hydrocarbons,2017,t,0.0,-0.10598994170717095
Belgium,255,Insecticides – Chlorinated Hydrocarbons,2018,t,0.0,-0.10598994170717095
Belgium,255,Insecticides – Chlorinated Hydrocarbons,2019,t,1.0,-0.10597915881717614
Belgium,255,Insecticides – Chlorinated Hydrocarbons,2020,t,1.0,-0.10597915881717614
Belgium,255,Insecticides – Chlorinated Hydrocarbons,2021,t,2.0,-0.10596837592718132
Belgium,255,Insecticides – Chlorinated Hydrocarbons,2022,t,2.0,-0.10596837592718132
Belgium,255,Insecticides – Chlorinated Hydrocarbons,2023,t,2.0,-0.10596837592718132
Belgium,255,Insecticides – Organo-phosphates,2015,t,88.0,-0.10504104738762723
Belgium,255,Insecticides – Organo-phosphates,2016,t,64.0,-0.10529983674750279
Belgium,255,Insecticides – Organo-phosphates,2017,t,40.0,-0.10555862610737834
Belgium,255,Insecticides – Organo-phosphates,2018,t,41.0,-0.10554784321738353
Belgium,255,Insecticides – Organo-phosphates,2019,t,16.0,-0.10581741546725391
Belgium,255,Insecticides – Organo-phosphates,2020,t,11.0,-0.10587132991722799
Belgium,255,Insecticides – Organo-phosphates,2021,t,11.0,-0.10587132991722799
Belgium,255,Insecticides – Carbamates,2015,t,21.0,-0.10576350101727984
Belgium,255,Insecticides – Carbamates,2016,t,18.0,-0.10579584968726428
Belgium,255,Insecticides – Carbamates,2017,t,23.0,-0.10574193523729021
Belgium,255,Insecticides – Carbamates,2018,t,25.0,-0.10572036945730058
Belgium,255,Insecticides – Carbamates,2019,t,31.0,-0.10565567211733168
Belgium,255,Insecticides – Carbamates,2020,t,22.0,-0.10575271812728503
Belgium,255,Insecticides – Carbamates,2021,t,20.0,-0.10577428390727465
Belgium,255,Insecticides – Carbamates,2022,t,13.0,-0.10584976413723836
Belgium,255,Insecticides – Carbamates,2023,t,14.0,-0.10583898124724354
Belgium,255,Insecticides – Pyrethroids,2015,t,9.0,-0.10589289569721762
Belgium,255,Insecticides – Pyrethroids,2016,t,11.0,-0.10587132991722799
Belgium,255,Insecticides – Pyrethroids,2017,t,12.0,-0.10586054702723317
Belgium,255,Insecticides – Pyrethroids,2018,t,15.0,-0.10582819835724873
Belgium,255,Insecticides – Pyrethroids,2019,t,14.0,-0.10583898124724354
Belgium,255,Insecticides – Pyrethroids,2020,t,13.0,-0.10584976413723836
Belgium,255,Insecticides – Pyrethroids,2021,t,12.0,-0.10586054702723317
Belgium,255,Insecticides – Pyrethroids,2022,t,14.0,-0.10583898124724354
Belgium,255,Insecticides – Pyrethroids,2023,t,14.0,-0.10583898124724354
Belgium,255,Insecticides - Biopesticides,2015,t,1.0,-0.10597915881717614
Belgium,255,Insecticides - Biopesticides,2016,t,8.0,-0.10590367858721243
Belgium,255,Insecticides - Biopesticides,2017,t,2.0,-0.10596837592718132
Belgium,255,Insecticides - Biopesticides,2018,t,1.0,-0.10597915881717614
Belgium,255,Insecticides - Biopesticides,2019,t,3.0,-0.1059575930371865
Belgium,255,Insecticides - Biopesticides,2020,t,166.0,-0.10419998196803168
Belgium,255,Insecticides - Biopesticides,2021,t,153.0,-0.10434015953796427
Belgium,255,Insecticides - nes,2015,t,473.0,-0.10088963473962351
Belgium,255,Insecticides - nes,2016,t,459.0,-0.10104059519955093
Belgium,255,Insecticides - nes,2017,t,531.0,-0.10026422711992425
Belgium,255,Insecticides - nes,2018,t,444.0,-0.10120233854947315
Belgium,255,Insecticides - nes,2019,t,367.0,-0.10203262107907389
Belgium,255,Insecticides - nes,2020,t,608.0,-0.09943394459032351
Belgium,255,Insecticides - nes,2021,t,643.0,-0.09905654344050499
Belgium,255,Insecticides - nes,2022,t,548.0,-0.1000809179900124
Belgium,255,Insecticides - nes,2023,t,435.0,-0.10129938455942648
Belgium,255,Herbicides,2015,t,2391.0,-0.0802080517295686
Belgium,255,Herbicides,2016,t,2258.0,-0.08164217609887897
Belgium,255,Herbicides,2017,t,2352.0,-0.08062858443936638
Belgium,255,Herbicides,2018,t,2646.0,-0.07745841478089081
Belgium,255,Herbicides,2019,t,2330.0,-0.0808658080192523
Belgium,255,Herbicides,2020,t,1944.0,-0.08502800355725085
Belgium,255,Herbicides,2021,t,2456.0,-0.07950716387990564
Belgium,255,Herbicides,2022,t,2277.0,-0.08143730118897749
Belgium,255,Herbicides,2023,t,2195.0,-0.08232149816855232
Belgium,255,Herbicides – Phenoxy hormone products,2015,t,185.0,-0.1039951070581302
Belgium,255,Herbicides – Phenoxy hormone products,2016,t,136.0,-0.10452346866787612
Belgium,255,Herbicides – Phenoxy hormone products,2017,t,116.0,-0.10473912646777242
Belgium,255,Herbicides – Phenoxy hormone products,2018,t,136.0,-0.10452346866787612
Belgium,255,Herbicides – Phenoxy hormone products,2019,t,134.0,-0.10454503444786575
Belgium,255,Herbicides – Phenoxy hormone products,2020,t,149.0,-0.10438329109794353
Belgium,255,Herbicides – Phenoxy hormone products,2021,t,146.0,-0.10441563976792798
Belgium,255,Herbicides – Phenoxy hormone products,2022,t,134.0,-0.10454503444786575
Belgium,255,Herbicides – Phenoxy hormone products,2023,t,108.0,-0.10482538958773094
Belgium,255,Herbicides – Triazines,2015,t,251.0,-0.10328343631847241
Belgium,255,Herbicides – Triazines,2016,t,185.0,-0.1039951070581302
Belgium,255,Herbicides – Triazines,2017,t,228.0,-0.10353144278835316
Belgium,255,Herbicides – Triazines,2018,t,261.0,-0.10317560741852426
Belgium,255,Herbicides – Triazines,2019,t,278.0,-0.10299229828861241
Belgium,255,Herbicides – Triazines,2020,t,182.0,-0.10402745572811464
